"3/4/2013,Dhan ka aagman hoga par apne paiso ko sahi tareeke se shai jagah upyog karna jane. Faaltu kharchon se yathasambhav bachein.,MESH "
"3/4/2013,ghar ka vatavaran acha rahega. Aap apne saathi ke sath acha samay bitaenge. Pyyar aur pariwar dono hi khushnuma honge.,VRISHABH "
"3/4/2013,Aapki kadi aur sachi mehnat rang laegi. Pariwar aur career dono hi jagah apko parishram ka fal milega. Utsaahjanak din!,MITHUN "
"3/4/2013,Apni bhawnaon par kabu rakhein. Inse bahar nikalne ki koshish karein. Aapki bahu-karya kshamta  aaj office me sahayak saabit hogi.,KARK "
"3/4/2013,Aap aaj apne dil ki sunenge. Saath hi apne dhan ko achi tarah se kharch kar paenge. Aap karya kshamta ko doguna bhi kar sakte hain.,SIMH "
"3/4/2013,Graha Nakshatra aaj apki taraf hain. Sath hi apki romantic life bhi ache se chalti  rahegi. Aage badhte chalein.,KANYA "
"3/4/2013,Relationships me kathorta aa sakti hai. Apko khud samajna hoga ki apko kya chahiye aur use pane ke liye aap kya kar rahe hain.,TULA "
"3/4/2013,Neptune ke apke graha me hone ki wajah se apki romantic life acha mod legi. Aap apne partner ke sath khushnuma pal bitaenge.,VRISHCHIK "
"3/4/2013,Parivartan sansar ka niyam hai. Lekin is bar badlav apke liye acha hai. Apni urja ka sahi upyog karne ka samay aa gaya hai.,DHANU "
"3/4/2013,Aaj aap apni ghar - grihasthi tatha career ki drishti se apne astitva ke bare me soch vichar kar sakte hain. Kaafi mahatvapurn din!,MAKAR "
"3/4/2013,Aaj aap apne purani madhur smritiyan yaad kar sakte hain. Ye apko apne romantic life ke bare me bhi sochne ka mauka dega.,KUMBH "
"3/4/2013,Aaj aap apni eksarta se bahar niklenge. Ho sakta hai ki aap apne doston ya office ke mitron ke sath party pe jaen.,MEEN "
"3/5/2013,Samajik ya vaiyaktik taur par aap kisi bahas mein pad sakte hain. Apne gusse pe kabu rakhein aur afwaho se door rahein.,MESH "
"3/5/2013,Vyavasayik drishti se aapke unnati ke asaar hain. Par sath hi ye unnati apke sahkarmiyo ke beech irshya ka Vishay ban sakti hai.,VRISHABH "
"3/5/2013,Jeevan me kisi naye pyaar ki dastak dikhai de rahi hai. Aap kisi sudoor sthano pe ghumne ka plan bana sakte hain.,MITHUN "
"3/5/2013,Azaadi khushiyan aur srijanatmakta teeno hi aaj apke kshetra me hain. Ye apki buniyad ko majboot banane mein apki madad karega.,KARK "
"3/5/2013,Kaafi samay se chup rehne ke bad ab aap fir se apne purane avtar me wapas aaenge. Aap apni antarman ki sunenge aur dil se bolenge.,SIMH "
"3/5/2013,Aap abhi bhi kisi anjaan bhay ke saye me jee rahe hain. Ishwar par bharosa rakhein. Jo ho raha hain wo apko achchai ke liye hi hai.,KANYA "
"3/5/2013,Brihaspati ke apke graham me hone ki wajah se apka bhagya bali rahega. Aap wo sab haasil kar paenge jo aap pana chahte hain.,TULA "
"3/5/2013,Aapke career ke lakshyon ko haasil karne me apke doston ka yogdan hone wala hai. Islie apne jankaro ko kamtar na aankein.,VRISHCHIK "
"3/5/2013,pariwaar ke sath aap kisi lambe tour ya vacation pe jaa sakte hain. Apki prathmiktaein apn epariwar ki taraf kendrit hone wali hain.,DHANU "
"3/5/2013,Apne priyajano ko ahat karne ki wajah se aap pachtava mehsus karenge. Lekin wahi aapko utna hi pyaar bhi milne wala hai.,MAKAR "
"3/5/2013,Neptune ke mayavi shaktiyo ke karan aap logo ko apne parakhne ki kshamta par shak kar sakte hain. Soche samjhein fir karya karein.,KUMBH "
"3/5/2013,Aapne apni mehnat aur lagan se dobara logo ka vishwaas haasil kiya hai. Apka  parishram viphal apko apne lakshya ke nikat laega.,MEEN "
"3/6/2013,Apne dil ki sune ye aapke andar feel good factor leke aaega. Apne parijano ke sath kuch samay bitaein. Romance ke liye uttam samay.,MESH "
"3/6/2013,Aap apne karya se thoda vishram le sakte hain. Parijano ya dosto ke sath ek holiday trip pe jana acha rahega.,VRISHABH "
"3/6/2013,Aapka utsaah aur apka aatmvishwas apke andar sakaratmak urza jagaega. Nayi parishitiyan apko naya awsar dilaengi.,MITHUN "
"3/6/2013,Apne aapko ko faltu afwaho se pare rakh kar aap jeevan ke sukhon ka anand utha paenge. Aapke liye kafi ananddayak samay hai.,KARK "
"3/6/2013,SIMH pyaar ka dhyotak hai. Managl aapke romance ke kshetra ko badhaega jisse ki aapke rishton ki garmahat bani rahegi.,SIMH "
"3/6/2013,2009 ke baad se apki jo bhi aarthik sthiti thi usse bahar nikalne ka samay aa gaya hai. Aap apna ghar badalne ki soch sakte hain.,KANYA "
"3/6/2013,Pariwartan ka samay aa gaya hai. Ye wo samay hai jab aap purane samay se bahar niklenge. Aur apni asli shakti aur urza pehchanenge.,TULA "
"3/6/2013,Aap apne lakshyon ko aur unchai ke taraf le jaenge. Parties attend karna aapke liye vyavsayik taur par faydemand saabit hoga.,VRISHCHIK "
"3/6/2013,Aapke purane premi wapas laut sakte hain. Jiski wajah se aapki bhawnaon ya paristhitiyon me badlav aa sakta hai.,DHANU "
"3/6/2013,Aap aaj kuch srijanatmak soch sakte hain jo apke liye acha hoga. Sath hi apki proyagatmak vyavahar ki tareef bhi hogi.,MAKAR "
"3/6/2013,Samay aa gaya hai ki aap apne aap se bahar niklein. Apne samarthya tatha khoobiyon ko bina kisi duvidha ke pehchanein.,KUMBH "
"3/6/2013,Aapko prateet hoga ki aap apne swanva ke kafi kareeb aa gae hain. Aap khud ko prerna tatha samvednaon ke goto me paenge.,MEEN "
"3/7/2013,Apne priyajano ki taraf se kisi bhi galatfahmi ke prati sajag rahein. Dheer bane rahneki koshish karein aur apne dil ki sunein.,MESH "
"3/7/2013,Jeewan se aage badh kar sochne ke sapne apko mahatvakanchi banaenge. Pyar aur romance ke liye upyukt samay hai.,VRISHABH "
"3/7/2013,Aap aaj chote-mote jhagro mein pad sakte hain. Vyavsayik drishti se kisi bhi prakar ke dhoke se bachein. Har kisi pe bharosa na karein.,MITHUN "
"3/7/2013,Logo se milna julna aaj apki prathmiktaon me se ek hoga. Dhan vridhdhi ke asaar hain. Ativishvast hone se bachein.,KARK "
"3/7/2013,Brihaspati apke saamaajik jeewan mein khushiyan laane wale hain. Aap apne doston ke dwara parties par bulae ja sakte hain.,SIMH "
"3/7/2013,New moon aapke sanchaar kshetra mein seekhne bolne likhne tatha yatra ewam bhraman ke liye nayi sambhavnaein la sakta hai.,KANYA "
"3/7/2013,Dikhawtipan se bahar niklein. Aap jo hain wahi rahein aur apne rishton ko aur pragadh banane ki jugat me lag jaen.,TULA "
"3/7/2013,Shani aapke jeewan ke vibhinn kshetra mein ekjutta tatha sahridayta chahta hai. Apne dil ke prati sachche rahein.,VRISHCHIK "
"3/7/2013,Apni kshamtaon ka vistaar badhein aur karyakshetra mein aage badhein. Aaj aap apne mentors ya seniors ko prabhavit kar sakte hain.,DHANU "
"3/7/2013,Aap apne saathi ke sath bahut hi adbhut chemistry share karte hain jo aapko jindadil aur utsaah se bhare rakhta hai. Aaj ke din ka anand uthaein.,MAKAR "
"3/7/2013,Neptune ka aapke dhan ke kshetra me aagman ho sakta hai jo aapki aarthik sthiti ko sudhridh karne me madad karega.,KUMBH "
"3/7/2013,Aap srijanatmak taur par kaafi upar hain. Dino ke badhne ke sath hi apke pas dhan aur ijjat dono hi aate rahenge.,MEEN "
"3/8/2013,Prarthna tatha dhyan ke liye upyukt samay hai. Aap ek vicharsheel jeevan ki taraf deh rahe hain. Apni ikshaon ko roop dein.,MESH "
"3/8/2013,Aaj aap karyakshetra mein kuch sujhav pesh kar sakte hain. Apke acche sujhav ka taaliyo ke sath swagat kiya jaega.,VRISHABH "
"3/8/2013,Aap apne sthayitva ko tod paenge aur umango ke saath jindagi jee paenge. Sath hi aap apne jeewan mein aane wale badhaon ko paar kar paenge.,MITHUN "
"3/8/2013,Aapka aage badhna apke sahkarmiyo ke beech khule ya chhupe taur par irshya paida kar sakta hai. Apko uphaar bhi mil sakte hain.,KARK "
"3/8/2013,Shani ka aapke sanchaar ke kshetra me aagman ho sakta hai jisse ki aapke vyaapar mein aur samriddhi aa sakti hai.,SIMH "
"3/8/2013,Aap abhi bhi jyada do  jyada paoge wali pravritti ko seekh rahe hain. Haan par thoda aatm - samarpit hone se khud ko bachaein.,KANYA "
"3/8/2013,Sampark apke jeewan ki vyavsayik kshetra mein kaam aa sakta hai. Lekin kuch bhi bolne se pehle thoda sochein jarur.,TULA "
"3/8/2013,Aapke samarthya ki pariksha hone wali hai islie kisi bhi prakar ke tanav se parhez rakhein. Apko apni zimmedariyo se thodi rahhat mil sakti hai.,VRISHCHIK "
"3/8/2013,Brihaspati ka aapke kshetra mein hona vyavsayik drishti se aapke jeewan mein aane wale sunahri sambhavnaon ka sanket de raha hai.,DHANU "
"3/8/2013,Apni srijanatmak soch ko mool aakar dene ka sahi samay aa gaya hai. Brihaspati tatha Shukra ka milan apke jeewan mein khushiyan lekar aaega.,MAKAR "
"3/8/2013,Apni soch ko vistaar dene ka samay aa gaya hai. Apne pichli gatividhiyon ka ankalan karein jinki vajah se aap yaha tak pahuche hain.,KUMBH "
"3/8/2013,Aapka jhukav dharm adhyatm prarthna yoga tatha pooja-archan ki taraf ho sakta hai. Ye apko man ki shaanti dega.,MEEN "
"3/9/2013,Apne kisi priyajan ki awhelna na karein. Halanki aap risks lene ki sthti mein hain lekin fir bhi aap kahi na kahi apne pyar ka apmaan kar rahe hain.,MESH "
"3/9/2013,Apne gusse pe kabu rakhein. Chote chote jhagro pe na padein. Apne aap ko aham ki bhawna se door rakhein.,VRISHABH "
"3/9/2013,Apke jeewan mein kisi nae pyaar ka aagaman hone wala hai. Aap kisi antar rashtriya vyavsayik ya vaiyaktik trip pe ja sakte hain.,MITHUN "
"3/9/2013,Apke sakaratmak soch ko apnane ki kriya apko kaafi aage tak le jane me sahayak siddh hogi. Aap apne kathinayio ko khud hi suljha paenge.,KARK "
"3/9/2013,Chandra ki antim disha is bar aapke kshetra mein hai. Jyada chintansheel hone se bachein tatha ati utsaahi hone se bachein.,SIMH "
"3/9/2013,Aap apne sambhavnaon ko vistaar de paenge. Apke dwara naye banae gae sampark aane wale samay apke liye labhdayak saabit honge.,KANYA "
"3/9/2013,Aap un sambhavnaon ki taraf dekh rahein hain jo apke liye gyanoparjan ka karya karega kyuki apka manna hai ki vidya hi dhan hai.,TULA "
"3/9/2013,Aap kisi gambhir vishayo mein vyast rahein hain. Apne kafi kuch haasil kar liya hai aur ab samay aa gaya hai ki aap ab aaram karein.,VRISHCHIK "
"3/9/2013,Buddh ki dasha aapke kshetra mein bani rahegi. Iske hone ki wajah se jeevan mein apke sampark aur vistaarit hote jaenge.,DHANU "
"3/9/2013,Aapke liye kaafi khushnuma din rahega. Aapke liye kaafi mauj hansi-majak punah jagran tatha parties ka samay hai.,MAKAR "
"3/9/2013,Aapko apne kharcho pe rok lagane ki jarurat hai. Jyada kharch karne se bachein. Sath hi jyada yatra karna apke liye aaramdayak nahi hoga.,KUMBH "
"3/9/2013,Ye samay uchch ewam srijanatmak vicharon ka hai. Aap is samay apne utkarsh par hain aur apka atma vishwas apke kathinayion ko suljhane me madad karega.,MEEN "
"3/10/2013,Apne doston ya sahkarmiyo se jyada ummeed karna apke liye hanikarak ho sakta hai. Apne aap pe bharosa rakhein aur apne lakshya ki taraf badhein.,MESH "
"3/10/2013,Apne doston ke sath chote holiday trips par jana acha rahega. Sath hi ye apko chal rahi vartman tanaw se bhi door rakhega.,VRISHABH "
"3/10/2013,Parishram ke fal milne wale hain. Aap sakaratmak urza tatha nayi sambhavnaon ko apne aas paas paenge jo apko kuch alag karne ki shakti dega..,MITHUN "
"3/10/2013,Hansmukh logon se milke aapke vichar thode aur sudhridh honge. Aap logon se aur ghul mil paenge. Sath hi ye apke samarthya ko bhi badhega.,KARK "
"3/10/2013,Aapki vichaar bhale hi ache ho par apko jarurat hai unko moort roop dene ki kuch aur naye srijanatmak roop mein. Apko apne aap ko samjhauton ke liye taiyar rakhein.,SIMH "
"3/10/2013,Apka dhyan pariwaarik maslon pe jaa sakta hai jaise ki bachon ke swasthya unki padhai sathi ke sath apne rishtey aadi.,KANYA "
"3/10/2013,Aaj aap apne sambhavnaon ko vistaar dene ka sochenge. Sath hi pariwaar mein chal rahi kisi galatfahmi ko bhi door kar paenge.,TULA "
"3/10/2013,Aaj aapae srijanatmak vyavahar ki apeksha rakhi jaa sakti hai. Paisa aur pyaar dono hi aapke kshetra mein hain.,VRISHCHIK "
"3/10/2013,Aapke rishtey tatha sambandhon mein samajh aur garmahat rahegi. Aapka vikaas goodh sarvangeen ewam bahi mukhi hoga.,DHANU "
"3/10/2013,Karyakshetra mein aapki kadi mehnat aapke takat ewam shohrat dono ko badhaegi. Aaj aap kafi urzawaan rahne wale hain.,MAKAR "
"3/10/2013,Aapke naye vichaar aapko pragati ki or leke jaaenge. Karyakshetra mein hone wale badlav lambe samay tak kaam aane wale hain.,KUMBH "
"3/10/2013,Aaj aap shakti pratigya tatha utssah se bhare pade hain. Khushiyan unnati aur santushti aapke kshetra mein hain.,MEEN "
"3/11/2013,Aapke kashton ka ant hone wala hai. Aawkash aaram utsaah ki chamak jald hi aapke darwaze pe dastak dene wali hai.,MESH "
"3/11/2013,Aaj aap apne sanvednaon ko achi tarah se prakat kar paenge. Aap apne saathi ke sath kuch ache lamhe bhi guzaar sakte hain.,VRISHABH "
"3/11/2013,Aapka prem prasang aapke liye hriday vidarak ho sakta hai. Chote mote gharelu jhagron ki bhi ashanka hai. Rishton ko tootne se bachaein.,MITHUN "
"3/11/2013,Aap pehle se kahi jyada aatm vishwas se bhare hain. Aap apne samarthya ko jaante hain jo aapki sabse mahatvapoorn shakti hai.,KARK "
